date,hour,geothermal,biomass,biogas,small_hydro,wind_total,solar_pv,solar_thermal
2020-02-23,22,782,320,204,181,612,0,0
2020-02-23,23,787,319,204,183,612,0,0
2020-02-23,24,794,308,205,181,612,0,0
2020-02-24,1,800,306,205,181,612,0,0
2020-02-24,2,802,303,206,180,612,0,0
2020-02-24,3,804,306,206,181,612,0,0
2020-02-24,4,778,302,206,182,612,0,0
2020-02-24,5,741,303,206,182,612,0,0
2020-02-24,6,744,306,205,199,612,0,0
2020-02-24,7,745,303,201,245,612,303,0
2020-02-24,8,746,302,198,208,612,4056,101
2020-02-24,9,745,294,197,197,612,8362,243
2020-02-24,10,742,276,199,182,612,9627,268
2020-02-24,11,737,278,196,182,612,9848,266
2020-02-24,12,736,278,196,181,612,9929,270
2020-02-24,13,735,273,198,188,612,9999,271
2020-02-24,14,733,269,197,185,612,10000,270
2020-02-24,15,733,266,205,150,612,9582,268
2020-02-24,16,732,282,205,152,612,8504,252
2020-02-24,17,746,284,207,212,612,4715,174
2020-02-24,18,756,276,210,258,612,498,0
2020-02-24,19,757,277,214,263,612,9,0
2020-02-24,20,755,277,216,264,612,10,0
2020-02-24,21,792,276,214,207,612,10,0
2020-02-24,22,818,284,214,189,612,10,0
2020-02-24,23,831,292,213,181,612,9,0
2020-02-24,24,833,295,214,179,612,9,0
2020-02-25,1,833,295,215,183,612,0,0
2020-02-25,2,834,297,215,181,612,0,0
2020-02-25,3,836,295,215,182,612,0,0
2020-02-25,4,835,297,215,183,612,0,0
2020-02-25,5,833,298,215,180,612,0,0
2020-02-25,6,831,301,214,197,612,0,0
2020-02-25,7,829,304,214,247,612,339,0
2020-02-25,8,819,302,209,249,612,4264,90
2020-02-25,9,762,305,210,240,612,8424,250
2020-02-25,10,764,286,210,193,612,9298,267
2020-02-25,11,756,281,210,186,612,9362,265
2020-02-25,12,752,317,207,185,612,9525,241
2020-02-25,13,784,333,204,183,612,8892,273
2020-02-25,14,813,338,210,183,612,9446,220
2020-02-25,15,811,366,210,185,612,9537,269
2020-02-25,16,811,377,212,183,612,8955,263
2020-02-25,17,812,389,215,210,612,5135,155
2020-02-25,18,812,392,214,257,612,785,0
2020-02-25,19,815,387,217,256,612,0,0
2020-02-25,20,819,376,215,258,612,0,0
2020-02-25,21,822,343,214,203,612,0,0
2020-02-25,22,821,346,213,177,612,0,0
2020-02-25,23,820,346,216,174,612,0,0
2020-02-25,24,820,342,215,173,612,0,0
2020-02-26,1,823,339,211,173,612,0,0
2020-02-26,2,823,339,212,173,612,0,0
2020-02-26,3,823,340,211,172,612,0,0
2020-02-26,4,823,343,212,173,612,0,0
2020-02-26,5,819,341,211,173,612,0,0
2020-02-26,6,807,344,211,186,612,0,0
2020-02-26,7,809,344,211,189,612,385,0
2020-02-26,8,809,345,209,194,612,4532,65
2020-02-26,9,803,348,200,195,612,8766,223
2020-02-26,10,800,340,199,183,612,10139,235
2020-02-26,11,798,334,199,183,614,10123,324
2020-02-26,12,794,335,202,183,628,10237,255
2020-02-26,13,792,339,201,184,632,10092,333
2020-02-26,14,790,337,200,185,596,10078,360
2020-02-26,15,788,336,201,184,526,9560,362
2020-02-26,16,787,337,202,184,434,8766,364
2020-02-26,17,789,349,203,201,501,4939,290
2020-02-26,18,802,346,204,219,647,558,79
2020-02-26,19,807,349,202,258,728,26,55
2020-02-26,20,810,349,209,224,798,27,56
2020-02-26,21,811,345,194,209,801,27,56
2020-02-26,22,812,343,180,188,788,0,0
2020-02-26,23,811,332,180,186,803,0,0
2020-02-26,24,813,328,190,181,780,0,0
2020-02-27,1,816,328,194,142,750,0,0
2020-02-27,2,815,329,201,142,752,0,0
2020-02-27,3,817,330,209,142,748,0,0
2020-02-27,4,818,331,209,144,722,0,0
2020-02-27,5,818,332,209,181,618,0,0
2020-02-27,6,818,333,209,194,712,0,0
2020-02-27,7,818,336,210,196,751,430,0
2020-02-27,8,819,337,207,193,534,4253,102
2020-02-27,9,816,336,203,196,517,8241,261
2020-02-27,10,807,326,199,184,483,9421,269
2020-02-27,11,805,318,204,177,510,9381,289
2020-02-27,12,803,320,207,178,616,8874,323
2020-02-27,13,800,323,210,171,560,8846,361
2020-02-27,14,798,323,210,173,479,7787,333
2020-02-27,15,799,317,211,176,374,6500,207
2020-02-27,16,798,327,213,181,251,3665,28
2020-02-27,17,800,337,213,200,204,1549,0
2020-02-27,18,810,334,216,202,372,113,0
2020-02-27,19,819,342,214,244,488,0,0
2020-02-27,20,818,344,213,204,455,0,0
2020-02-27,21,820,342,216,190,428,0,0
2020-02-27,22,820,345,215,177,464,0,0
2020-02-27,23,819,342,215,176,410,0,0
2020-02-27,24,819,339,215,172,378,0,0
2020-02-28,1,821,338,215,135,330,0,0
2020-02-28,2,821,339,215,136,346,0,0
2020-02-28,3,823,340,215,135,383,0,0
2020-02-28,4,811,340,215,133,474,0,0
2020-02-28,5,795,340,216,134,473,0,0
2020-02-28,6,752,342,215,183,412,0,0
2020-02-28,7,756,344,215,186,358,108,0
2020-02-28,8,757,346,213,190,235,1790,0
2020-02-28,9,756,346,211,186,173,4865,0
2020-02-28,10,753,347,210,175,119,6408,0
2020-02-28,11,749,349,209,170,111,7533,72
2020-02-28,12,750,358,212,174,95,8347,252
2020-02-28,13,747,361,213,174,79,8919,230
2020-02-28,14,745,360,213,172,104,8213,159
2020-02-28,15,744,354,213,173,107,7327,115
2020-02-28,16,746,348,214,176,133,5938,63
2020-02-28,17,746,357,210,200,247,3050,63
2020-02-28,18,748,358,214,211,452,228,1
2020-02-28,19,750,368,214,211,561,0,0
2020-02-28,20,753,367,215,203,810,0,0
2020-02-28,21,756,365,216,189,1070,0,0
2020-02-28,22,757,366,215,177,1288,0,0
2020-02-28,23,758,358,215,176,1464,0,0
2020-02-28,24,759,364,215,170,1812,0,0
2020-02-29,1,759,364,216,134,2040,0,0
2020-02-29,2,758,362,216,133,2202,0,0
2020-02-29,3,759,361,216,134,1949,0,0
2020-02-29,4,758,368,216,171,1929,0,0
2020-02-29,5,758,364,216,175,2074,0,0
2020-02-29,6,759,364,217,182,2093,0,0
2020-02-29,7,760,365,217,189,2397,365,0
2020-02-29,8,760,370,217,193,2210,3039,0
2020-02-29,9,758,368,216,193,2116,5627,0
2020-02-29,10,755,356,215,180,2162,7616,57
2020-02-29,11,752,347,215,181,2114,7537,69
2020-02-29,12,752,352,215,177,2455,6963,69
2020-02-29,13,750,362,216,177,2819,6436,69
2020-02-29,14,751,358,216,176,3297,5827,69
2020-02-29,15,751,359,215,178,3596,6370,69
2020-02-29,16,750,364,214,178,3966,6864,67
2020-02-29,17,751,373,215,187,3929,3982,66
2020-02-29,18,753,372,216,200,3531,513,9
2020-02-29,19,757,368,215,208,2867,0,0
2020-02-29,20,762,367,216,203,2873,0,0
2020-02-29,21,764,377,216,182,3142,0,0
2020-02-29,22,762,381,215,176,3487,0,0
2020-02-29,23,804,376,215,175,3370,0,0
2020-02-29,24,821,360,214,174,3116,0,0
2020-03-01,1,820,346,209,171,3538,0,0
2020-03-01,2,818,337,210,173,3516,0,0
2020-03-01,3,817,334,211,173,3497,0,0
2020-03-01,4,819,337,216,173,3829,0,0
2020-03-01,5,819,335,218,172,3537,0,0
2020-03-01,6,817,329,218,188,3281,0,0
2020-03-01,7,819,311,217,194,3074,290,0
2020-03-01,8,821,312,217,171,2672,3106,0
2020-03-01,9,816,312,217,135,2292,5990,80
2020-03-01,10,809,304,217,137,2085,6646,138
2020-03-01,11,807,297,215,137,2137,7324,123
2020-03-01,12,806,300,215,137,2141,7490,45
2020-03-01,13,809,304,209,134,2415,6872,45
2020-03-01,14,819,304,212,135,2593,5908,45
2020-03-01,15,850,301,210,171,3009,5457,45
2020-03-01,16,861,301,214,173,2642,4454,45
2020-03-01,17,859,313,210,171,1940,2249,45
2020-03-01,18,851,314,214,190,1815,230,45
2020-03-01,19,849,315,214,199,2201,0,45
2020-03-01,20,802,316,216,191,2573,0,6
2020-03-01,21,838,314,216,191,2591,0,0
2020-03-01,22,860,294,216,190,2450,0,0
2020-03-01,23,859,281,215,170,2394,0,0
2020-03-01,24,878,274,213,167,2391,0,0
2020-03-02,1,915,269,209,165,2267,0,0
2020-03-02,2,915,272,208,165,2403,0,0
2020-03-02,3,916,272,211,164,2459,0,0
2020-03-02,4,926,260,214,165,2547,0,0
2020-03-02,5,927,257,213,165,2529,0,0
2020-03-02,6,927,266,212,169,2304,0,0
2020-03-02,7,925,274,212,234,1958,416,0
2020-03-02,8,910,276,212,202,1571,3623,0
2020-03-02,9,910,275,212,170,1578,6384,0
2020-03-02,10,957,264,212,169,1900,7313,0
2020-03-02,11,954,254,211,169,2401,7250,0
2020-03-02,12,947,260,211,169,2699,7739,18
2020-03-02,13,944,262,212,167,2792,8304,66
2020-03-02,14,956,264,215,163,2805,8663,64
2020-03-02,15,962,252,217,162,3241,8702,101
2020-03-02,16,980,258,216,162,3502,7878,259
2020-03-02,17,984,272,217,161,2979,4471,164
2020-03-02,18,996,286,217,187,2494,594,5
2020-03-02,19,1001,288,202,232,2443,0,0
2020-03-02,20,1001,290,212,224,1961,0,0
2020-03-02,21,1001,287,214,185,1670,0,0
2020-03-02,22,1000,289,214,160,1780,0,0
2020-03-02,23,1001,266,214,160,1798,0,0
2020-03-02,24,1001,257,214,160,1518,0,0
2020-03-03,1,999,255,214,161,1572,0,0
2020-03-03,2,1000,255,215,162,1137,0,0
2020-03-03,3,1000,255,214,162,970,0,0
2020-03-03,4,1000,256,196,162,958,0,0
2020-03-03,5,1000,256,196,161,1248,0,0
2020-03-03,6,999,261,208,183,996,0,0
2020-03-03,7,999,271,212,229,728,624,0
2020-03-03,8,997,272,209,175,858,5258,36
2020-03-03,9,995,271,208,165,667,9106,256
2020-03-03,10,993,260,209,159,729,9640,358
2020-03-03,11,958,246,201,160,707,9537,361
2020-03-03,12,929,242,197,158,457,9811,329
2020-03-03,13,933,223,196,155,275,9888,325
2020-03-03,14,948,227,195,155,219,10151,360
2020-03-03,15,958,244,196,154,68,10132,360
2020-03-03,16,967,245,199,154,0,9225,353
2020-03-03,17,969,253,200,155,0,5455,225
2020-03-03,18,973,254,200,179,65,867,19
2020-03-03,19,976,259,200,225,141,124,5
2020-03-03,20,979,265,201,227,321,125,5
2020-03-03,21,977,265,201,191,277,125,5
2020-03-03,22,980,264,200,177,251,58,6
2020-03-03,23,979,232,200,155,383,0,5
2020-03-03,24,977,225,201,153,453,0,6
2020-03-04,1,977,225,201,154,573,0,6
2020-03-04,2,977,225,201,148,596,0,6
2020-03-04,3,978,225,201,113,643,0,6
2020-03-04,4,978,226,201,149,702,0,4
2020-03-04,5,978,226,201,154,742,0,4
2020-03-04,6,979,230,198,169,690,0,2
2020-03-04,7,981,241,190,155,606,687,1
2020-03-04,8,980,243,188,136,497,4994,153
2020-03-04,9,979,243,185,130,483,8670,278
2020-03-04,10,976,239,182,131,386,9923,360
2020-03-04,11,972,257,183,131,314,10315,370
2020-03-04,12,969,255,184,131,206,10397,372
2020-03-04,13,967,254,185,133,95,10451,379
2020-03-04,14,965,251,186,131,20,10427,380
2020-03-04,15,962,257,185,130,6,10095,377
2020-03-04,16,962,264,187,132,5,8878,345
2020-03-04,17,965,272,187,144,69,5036,214
2020-03-04,18,966,273,194,157,372,692,26
2020-03-04,19,969,276,196,217,618,3,11
2020-03-04,20,972,276,198,207,804,3,11
2020-03-04,21,974,274,198,179,777,2,12
2020-03-04,22,976,275,198,178,659,2,12
2020-03-04,23,977,245,198,157,734,1,11
2020-03-04,24,979,237,198,158,1028,1,12
2020-03-05,1,980,246,199,155,1169,1,12
2020-03-05,2,980,251,200,150,1221,1,12
2020-03-05,3,1009,252,200,114,1202,0,11
2020-03-05,4,1023,254,201,116,1238,0,10
2020-03-05,5,1022,253,196,153,1144,0,9
2020-03-05,6,1022,261,200,168,1125,0,8
2020-03-05,7,1023,270,201,162,954,634,7
2020-03-05,8,1020,270,201,141,868,4803,56
2020-03-05,9,1015,270,198,138,854,8397,224
2020-03-05,10,1013,262,196,138,960,9627,265
2020-03-05,11,1010,248,196,138,1052,9909,373
2020-03-05,12,1006,253,196,140,969,9824,367
2020-03-05,13,1004,261,196,139,850,9889,334
2020-03-05,14,1003,269,200,137,857,9588,307
2020-03-05,15,1006,274,201,135,757,8532,293
2020-03-05,16,1003,277,202,136,793,6810,238
2020-03-05,17,1006,292,204,141,885,3490,145
2020-03-05,18,1009,294,204,171,951,591,79
2020-03-05,19,1013,295,205,222,1078,78,79
2020-03-05,20,1016,295,205,184,1163,0,4
2020-03-05,21,1018,295,205,178,1394,0,0
2020-03-05,22,1019,296,205,176,1337,0,0
2020-03-05,23,1019,283,204,155,1371,0,0
2020-03-05,24,1020,279,204,153,1477,0,0
2020-03-06,1,1021,278,204,152,1372,0,0
2020-03-06,2,1021,278,205,154,1236,0,0
2020-03-06,3,1021,278,206,154,1163,0,0
2020-03-06,4,1021,274,206,154,1151,0,0
2020-03-06,5,1022,271,207,153,1068,0,0
2020-03-06,6,1021,275,206,166,852,0,0
2020-03-06,7,1022,287,207,162,767,560,0
2020-03-06,8,1022,288,205,145,712,4680,87
2020-03-06,9,1020,289,201,147,865,8150,286
2020-03-06,10,1018,281,201,147,927,9317,286
2020-03-06,11,1017,266,201,147,704,10189,251
2020-03-06,12,1015,268,200,147,801,10156,238
2020-03-06,13,1014,272,199,147,926,10189,254
2020-03-06,14,1013,272,199,145,1296,10037,120
2020-03-06,15,1012,272,198,143,1796,9404,173
2020-03-06,16,1011,277,200,142,2067,8379,241
2020-03-06,17,974,292,199,141,2306,4774,73
2020-03-06,18,933,290,201,169,2415,626,0
2020-03-06,19,934,290,201,186,2526,0,0
2020-03-06,20,932,294,203,179,2341,0,0
2020-03-06,21,928,298,203,178,2176,0,0
2020-03-06,22,913,297,203,176,2255,0,0
2020-03-06,23,885,287,201,157,2102,0,0
2020-03-06,24,885,280,201,154,2142,0,0
2020-03-07,1,888,278,201,154,1974,0,0
2020-03-07,2,889,279,205,153,1679,0,0
2020-03-07,3,889,278,205,152,1352,0,0
2020-03-07,4,890,280,205,152,1122,0,0
2020-03-07,5,889,278,205,153,1199,0,0
2020-03-07,6,889,286,205,153,1515,0,0
2020-03-07,7,889,298,205,154,1890,499,0
2020-03-07,8,891,302,205,177,2116,2837,18
2020-03-07,9,891,304,204,179,1896,4547,63
2020-03-07,10,888,291,203,177,1850,5966,62
2020-03-07,11,885,286,203,159,2115,7387,110
2020-03-07,12,886,285,204,159,2133,8219,229
2020-03-07,13,884,285,202,127,2135,8621,197
2020-03-07,14,883,285,202,116,2474,8132,113
2020-03-07,15,883,283,202,116,2487,7446,68
2020-03-07,16,883,285,203,111,2645,6430,66
2020-03-07,17,882,300,202,169,2582,3459,66
2020-03-07,18,884,302,203,175,2401,487,24
2020-03-07,19,886,300,202,225,2302,0,0
2020-03-07,20,887,298,203,189,2103,0,0
2020-03-07,21,888,296,203,177,1966,0,0
2020-03-07,22,890,295,204,175,1980,0,0
2020-03-07,23,891,287,203,175,1912,0,0
2020-03-07,24,893,280,203,153,1803,0,0
2020-03-08,1,893,279,203,154,1796,0,0
2020-03-08,2,895,279,206,163,1747,0,0
2020-03-08,3,895,277,205,159,0,0,0
2020-03-08,4,895,276,204,155,1607,0,0
2020-03-08,5,895,272,203,151,1481,0,0
2020-03-08,6,895,280,203,149,1345,0,0
2020-03-08,7,894,296,203,150,1269,0,0
2020-03-08,8,893,297,203,165,1214,766,0
2020-03-08,9,892,298,203,175,1085,4993,0
2020-03-08,10,890,283,202,172,1024,8831,134
2020-03-08,11,887,275,202,135,1034,9419,327
2020-03-08,12,886,277,202,134,1174,8941,361
2020-03-08,13,886,270,202,113,1237,8593,359
2020-03-08,14,885,262,202,112,1384,8655,361
2020-03-08,15,883,264,202,110,1595,8607,359
2020-03-08,16,884,267,201,108,1604,8100,356
2020-03-08,17,884,282,201,107,1961,6944,336
2020-03-08,18,884,280,201,144,2099,4076,217
2020-03-08,19,885,283,202,162,1977,515,3
2020-03-08,20,886,282,202,199,1817,0,0
2020-03-08,21,887,279,201,164,1816,0,0
2020-03-08,22,888,277,201,158,1747,0,0
2020-03-08,23,888,264,201,149,1684,0,0
2020-03-08,24,889,257,201,146,1560,0,0
2020-03-09,1,890,254,201,107,1383,0,0
2020-03-09,2,890,252,202,104,1310,0,0
2020-03-09,3,890,252,202,104,1274,0,0
2020-03-09,4,891,253,201,104,1350,0,0
2020-03-09,5,890,258,201,143,1308,0,0
2020-03-09,6,890,265,200,146,1119,0,0
2020-03-09,7,890,275,200,149,1071,0,0
2020-03-09,8,889,275,201,154,1025,737,0
2020-03-09,9,886,272,197,154,685,3884,0
2020-03-09,10,885,257,196,148,305,6648,8
2020-03-09,11,879,251,198,148,239,7945,153
2020-03-09,12,873,247,198,145,262,8138,122
2020-03-09,13,908,247,198,111,249,8514,251
2020-03-09,14,919,247,199,108,300,8077,139
2020-03-09,15,884,249,201,107,274,7119,32
2020-03-09,16,872,250,201,106,290,5951,0
2020-03-09,17,873,267,201,142,344,3892,0
2020-03-09,18,874,267,202,147,391,1545,0
2020-03-09,19,875,268,201,151,605,167,0
2020-03-09,20,874,266,200,197,764,0,0
2020-03-09,21,881,264,197,162,953,0,0
2020-03-09,22,885,264,200,156,1008,0,0
2020-03-09,23,886,241,200,150,956,0,0
2020-03-09,24,882,233,200,148,720,0,0
2020-03-10,1,875,233,201,148,622,0,0
2020-03-10,2,877,224,201,149,704,0,0
2020-03-10,3,878,223,202,150,914,0,0
2020-03-10,4,873,224,202,150,1019,0,0
2020-03-10,5,883,230,202,149,1217,0,0
2020-03-10,6,892,240,201,150,1152,0,0
2020-03-10,7,891,246,200,152,1152,0,0
2020-03-10,8,884,246,197,154,1588,183,0
2020-03-10,9,869,247,196,155,2024,1334,0
2020-03-10,10,832,223,195,149,2205,2665,0
2020-03-10,11,839,222,196,148,2441,3556,0
2020-03-10,12,862,222,196,146,2865,3997,0
2020-03-10,13,899,239,194,143,2525,4311,0
2020-03-10,14,895,239,200,146,2286,3936,0
2020-03-10,15,891,238,199,148,2462,3171,0
2020-03-10,16,874,239,199,149,2366,2169,0
2020-03-10,17,874,254,200,151,2332,1547,0
2020-03-10,18,884,255,200,150,1768,891,0
2020-03-10,19,893,254,200,152,1599,86,0
2020-03-10,20,888,256,200,197,1152,0,0
2020-03-10,21,893,255,199,164,886,0,0
2020-03-10,22,897,255,199,159,934,0,0
2020-03-10,23,882,240,199,150,1038,0,0
2020-03-10,24,878,233,199,148,1008,0,0
2020-03-11,1,876,232,201,144,993,0,0
2020-03-11,2,870,233,201,106,889,0,0
2020-03-11,3,872,234,201,106,879,0,0
2020-03-11,4,871,233,202,145,824,0,0
2020-03-11,5,873,235,202,146,726,0,0
2020-03-11,6,885,247,201,145,559,0,0
2020-03-11,7,900,260,201,142,393,0,0
2020-03-11,8,884,263,199,141,343,222,0
2020-03-11,9,884,257,197,141,311,1767,0
2020-03-11,10,889,244,197,143,355,3240,0
2020-03-11,11,888,264,196,144,465,5196,0
2020-03-11,12,874,271,196,148,534,5650,0
2020-03-11,13,880,276,197,145,734,6506,0
2020-03-11,14,813,275,197,135,813,7131,0
2020-03-11,15,829,273,199,137,856,7150,1
2020-03-11,16,829,282,202,139,841,6616,56
2020-03-11,17,832,305,202,140,853,5846,87
2020-03-11,18,837,303,203,143,856,3554,67
2020-03-11,19,862,304,203,161,922,662,0
2020-03-11,20,877,303,207,200,830,40,0
2020-03-11,21,883,303,207,154,993,14,0
2020-03-11,22,901,301,207,148,1096,0,0
2020-03-11,23,907,290,206,147,1020,0,0
2020-03-11,24,912,281,207,149,1112,0,0
2020-03-12,1,888,281,215,145,1250,0,0
2020-03-12,2,885,283,215,107,1352,0,0
2020-03-12,3,886,283,215,108,1340,0,0
2020-03-12,4,891,284,217,144,1229,0,0
2020-03-12,5,906,283,217,147,1269,0,0
2020-03-12,6,922,291,217,150,1203,0,0
2020-03-12,7,927,303,217,197,1309,0,0
2020-03-12,8,928,302,215,197,1301,494,0
2020-03-12,9,921,302,212,154,1045,3236,0
2020-03-12,10,916,289,212,146,939,4453,13
2020-03-12,11,[-11059] No Good Data For Calculation,[-11059] No Good Data For Calculation,[-11059] No Good Data For Calculation,[-11059] No Good Data For Calculation,937,4776,14
2020-03-12,12,918,276,212,149,1000,4606,55
2020-03-12,13,919,283,214,151,846,4626,55
2020-03-12,14,911,273,214,152,989,4135,55
2020-03-12,15,913,277,214,153,1289,4038,55
2020-03-12,16,913,283,216,152,1894,3759,55
2020-03-12,17,923,302,217,152,1954,3278,55
2020-03-12,18,931,300,218,180,1601,2111,56
2020-03-12,19,935,302,218,225,1633,523,56
2020-03-12,20,932,296,219,226,1967,94,55
2020-03-12,21,937,299,219,182,1853,93,55
2020-03-12,22,938,301,218,174,1780,92,55
2020-03-12,23,901,290,218,157,1751,33,56
2020-03-12,24,919,283,218,152,1746,0,55
2020-03-13,1,915,282,218,153,1575,0,36
2020-03-13,2,901,283,218,153,1599,0,0
2020-03-13,3,902,283,218,152,1636,0,0
2020-03-13,4,904,284,217,153,1494,0,0
2020-03-13,5,920,284,216,153,1635,0,0
2020-03-13,6,927,292,216,156,1798,0,0
2020-03-13,7,945,301,216,194,1699,0,0
2020-03-13,8,948,301,215,202,1755,647,0
2020-03-13,9,946,300,212,180,1664,3086,0
2020-03-13,10,935,287,213,175,1629,5085,0
2020-03-13,11,942,280,212,170,1494,6307,0
2020-03-13,12,933,284,212,167,1179,7331,0
2020-03-13,13,938,285,213,110,1367,7891,62
2020-03-13,14,919,284,212,107,1905,7926,79
2020-03-13,15,923,277,211,144,2566,7608,80
2020-03-13,16,926,272,198,144,3045,7332,80
2020-03-13,17,938,284,196,143,3489,6207,80
2020-03-13,18,939,283,197,146,3276,4123,80
2020-03-13,19,941,282,196,160,2873,777,80
2020-03-13,20,940,282,196,207,2773,2,60
2020-03-13,21,942,283,196,166,2802,0,0
2020-03-13,22,944,280,195,158,2800,0,0
2020-03-13,23,947,268,194,155,2966,0,0
2020-03-13,24,945,261,194,143,3215,0,0
2020-03-14,1,948,261,201,142,2829,0,0
2020-03-14,2,948,259,210,142,2361,0,0
2020-03-14,3,948,261,213,142,1979,0,0
2020-03-14,4,947,278,213,143,1789,0,0
2020-03-14,5,946,288,214,143,1701,0,0
2020-03-14,6,950,288,214,145,1831,0,0
2020-03-14,7,950,306,214,152,1547,0,0
2020-03-14,8,952,307,213,152,1424,792,0
2020-03-14,9,953,307,212,148,1322,3605,0
2020-03-14,10,953,284,212,111,1629,5755,12
2020-03-14,11,951,284,212,110,1906,6995,103
2020-03-14,12,950,282,212,110,1983,6952,141
2020-03-14,13,948,285,211,110,2186,7146,174
2020-03-14,14,947,287,212,110,2520,7039,219
2020-03-14,15,945,285,212,109,2486,6821,296
2020-03-14,16,946,293,212,109,2303,5915,339
2020-03-14,17,948,308,213,145,1971,4916,218
2020-03-14,18,948,305,214,158,1707,2420,108
2020-03-14,19,949,306,213,168,1446,510,0
2020-03-14,20,951,307,211,168,1219,0,0
2020-03-14,21,953,307,210,205,1365,0,0
2020-03-14,22,954,306,209,169,1349,0,0
2020-03-14,23,952,292,211,152,1496,0,0
2020-03-14,24,952,284,212,152,1744,0,0
2020-03-15,1,952,296,212,149,1960,0,0
2020-03-15,2,952,294,209,145,1650,0,0
2020-03-15,3,951,295,206,140,1464,0,0
2020-03-15,4,950,296,204,140,1219,0,0
2020-03-15,5,952,296,203,141,1439,0,0
2020-03-15,6,953,302,201,144,1416,0,0
2020-03-15,7,956,315,199,147,1442,0,0
2020-03-15,8,958,317,197,156,1517,620,0
2020-03-15,9,958,317,195,160,1352,3209,0
2020-03-15,10,956,297,190,128,1510,4964,148
2020-03-15,11,953,285,190,129,1566,6099,270
2020-03-15,12,952,279,190,128,1721,6453,295
2020-03-15,13,951,277,190,126,2300,7354,264
2020-03-15,14,950,278,194,126,2335,7170,406
2020-03-15,15,949,276,196,137,2404,6962,383
2020-03-15,16,950,282,203,121,2379,6380,413
2020-03-15,17,952,294,210,121,2070,5910,427
2020-03-15,18,952,292,212,157,2191,4270,339
2020-03-15,19,953,276,208,171,1685,735,75
2020-03-15,20,955,276,212,174,1317,0,0
2020-03-15,21,956,287,212,216,1167,0,0
2020-03-15,22,959,285,212,176,1254,0,0
2020-03-15,23,959,273,211,168,1207,0,0
2020-03-15,24,960,265,212,166,1138,0,0
2020-03-16,1,961,264,212,164,1264,0,0
2020-03-16,2,960,272,213,158,1144,0,0
2020-03-16,3,960,277,213,120,1183,0,0
2020-03-16,4,960,278,212,120,1149,0,0
2020-03-16,5,956,279,213,156,1097,0,0
2020-03-16,6,955,286,212,162,1043,0,0
2020-03-16,7,955,295,212,214,972,0,0
2020-03-16,8,954,292,212,214,922,884,0
2020-03-16,9,952,290,212,168,780,3072,0
2020-03-16,10,947,269,203,147,690,4604,17
2020-03-16,11,940,236,193,143,798,5228,112
2020-03-16,12,940,242,195,145,799,5414,162
2020-03-16,13,939,246,205,146,669,5198,134
2020-03-16,14,939,248,203,144,651,4933,20
2020-03-16,15,936,269,202,156,995,4687,1
2020-03-16,16,936,279,209,152,1728,4156,69
2020-03-16,17,938,290,213,155,1737,3531,68
2020-03-16,18,940,286,213,180,1968,2181,69
2020-03-16,19,942,283,207,220,1534,333,68
2020-03-16,20,943,280,209,219,1183,0,16
2020-03-16,21,944,285,210,220,1098,0,0
2020-03-16,22,946,289,212,220,1610,0,0
2020-03-16,23,948,276,213,174,1489,0,0
2020-03-16,24,948,270,213,159,1476,0,0
2020-03-17,1,948,268,213,152,1473,0,0
2020-03-17,2,950,268,213,150,1345,0,0
2020-03-17,3,950,270,213,148,1119,0,0
2020-03-17,4,951,268,212,143,1144,0,0
2020-03-17,5,968,261,212,107,973,0,0
2020-03-17,6,969,253,211,118,959,0,0
2020-03-17,7,970,260,211,161,850,0,7
2020-03-17,8,970,263,210,195,849,1086,48
2020-03-17,9,968,264,211,196,1116,4609,49
2020-03-17,10,966,254,211,155,882,6885,48
2020-03-17,11,966,248,210,142,885,8107,48
2020-03-17,12,964,247,212,145,1066,8319,46
2020-03-17,13,962,223,214,147,1282,7950,126
2020-03-17,14,963,222,214,142,1493,7937,170
2020-03-17,15,964,220,212,140,1550,7601,119
2020-03-17,16,964,227,211,145,1541,7099,81
2020-03-17,17,936,252,213,149,1193,6791,51
2020-03-17,18,965,263,215,175,959,4398,50
2020-03-17,19,964,263,215,180,963,794,50
2020-03-17,20,964,260,215,211,1060,12,15
2020-03-17,21,949,264,214,176,1100,0,0
2020-03-17,22,949,264,214,156,1574,0,0
2020-03-17,23,950,251,214,106,1833,0,0
2020-03-17,24,956,245,214,99,2046,0,0
2020-03-18,1,952,248,214,95,2309,0,0
2020-03-18,2,952,249,215,92,2236,0,0
2020-03-18,3,958,252,214,94,2134,0,0
2020-03-18,4,958,253,211,95,1839,0,0
2020-03-18,5,952,253,212,94,1442,0,0
2020-03-18,6,949,260,211,131,1558,0,0
2020-03-18,7,949,270,213,143,1360,0,0
2020-03-18,8,945,272,216,147,1227,914,0
2020-03-18,9,939,276,214,145,1321,4592,0
2020-03-18,10,939,267,211,141,1278,6433,0
2020-03-18,11,937,265,210,134,861,7430,0
2020-03-18,12,937,269,210,130,779,7438,0
2020-03-18,13,942,282,211,95,934,7216,0
2020-03-18,14,935,291,213,96,1305,7078,0
2020-03-18,15,943,292,213,96,2051,7057,0
2020-03-18,16,944,296,213,101,2587,6652,0
2020-03-18,17,944,308,213,141,2634,6345,0
2020-03-18,18,941,307,214,156,2708,4187,0
2020-03-18,19,942,306,213,164,2981,963,0
2020-03-18,20,942,303,215,164,3051,0,0
2020-03-18,21,945,304,215,164,3368,0,0
2020-03-18,22,955,304,215,158,3443,0,0
